Symbol,Company,GICS_Sector,GICS_Sub_Industry,Current_Price,52_Week_High,52_Week_Low,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_125,SMA_200
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,786.76,793.17,434.87,777.01,757.54,745.25,726.75,666.09,637.3,620.69
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,21.79,31.66,18.43,22.14,22.11,21.92,21.69,21.11,21.44,23.39
HIG,Hartford (The),Financials,Property & Casualty Insurance,131.46,135.17,103.64,131.86,132.14,132.1,127.33,126.52,124.77,120.13
HAS,Hasbro,Consumer Discretionary,Leisure Products,76.0,82.19,48.07,78.13,78.89,79.85,77.69,71.75,68.54,65.0
HCA,HCA Healthcare,Health Care,Health Care Facilities,403.17,420.98,288.77,403.78,408.31,405.99,382.89,375.77,367.61,348.04
DOC,Healthpeak Properties,Real Estate,Health Care REITs,18.25,22.06,16.35,18.1,18.08,17.81,17.68,17.43,17.71,18.44
HSIC,Henry Schein,Health Care,Health Care Distributors,68.81,82.49,60.56,68.49,68.29,68.5,69.31,69.8,69.25,71.13
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,185.56,202.98,136.73,185.88,185.82,183.46,179.57,171.6,170.05,167.6
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",24.84,25.1,11.88,24.55,23.84,23.01,21.63,19.63,18.69,19.44
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",271.25,279.81,195.81,274.45,275.14,274.29,271.4,259.44,251.47,251.66
HOLX,Hologic,Health Care,Health Care Equipment,63.8,84.39,51.9,65.37,65.94,66.65,66.36,63.45,62.76,65.39
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,422.71,429.19,322.47,419.48,415.74,409.38,388.46,375.06,370.27,379.25
HON,Honeywell,Industrials,Industrial Conglomerates,211.74,240.47,177.52,212.88,214.02,216.79,222.57,221.16,217.18,216.98
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,24.73,32.84,23.71,25.14,25.25,26.67,28.15,29.0,29.13,29.38
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,17.66,18.53,12.06,17.59,17.46,17.08,16.44,15.76,15.37,15.83
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,189.25,193.13,92.51,184.4,180.69,177.05,180.54,172.39,163.29,147.73
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",27.75,38.25,20.76,28.24,28.5,27.77,26.24,25.86,25.75,28.11
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,438.11,475.24,297.55,441.21,437.48,436.47,430.02,405.99,391.96,398.35
HUM,Humana,Health Care,Managed Health Care,275.42,326.65,206.87,275.44,292.95,294.19,264.64,253.02,256.32,260.96
HBAN,Huntington Bancshares,Financials,Regional Banks,17.63,18.03,11.8,17.69,17.7,17.46,17.0,16.3,15.83,15.97
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,273.02,291.7,155.93,272.56,271.29,270.12,264.21,246.3,237.66,218.07
IBM,IBM,Information Technology,IT Consulting & Other Services,256.24,294.17,197.92,256.54,252.01,247.05,257.02,260.34,255.84,247.78
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,161.16,235.67,152.2,161.68,162.58,163.93,169.82,174.57,174.25,186.53
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,643.99,688.12,356.14,644.77,643.35,642.23,603.53,554.47,525.26,490.68
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,263.87,274.77,213.36,263.67,264.04,264.31,260.67,252.26,249.55,252.58
INCY,Incyte,Health Care,Biotechnology,83.14,87.99,53.56,84.85,85.58,85.29,78.51,71.77,69.36,70.14
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,79.05,105.95,65.58,79.75,79.46,79.58,81.89,81.49,80.4,84.64
PODD,Insulet Corporation,Health Care,Health Care Equipment,340.29,353.5,225.28,342.09,344.34,337.91,311.6,305.77,296.24,286.32
INTC,Intel,Information Technology,Semiconductors,24.77,27.55,17.67,24.53,24.45,24.42,22.92,21.96,21.9,21.7
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,172.23,189.35,141.51,173.61,174.1,176.36,180.53,178.17,175.56,169.12
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,64.37,105.18,62.33,65.18,65.59,66.12,69.65,72.79,73.19,77.17
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,45.57,58.71,42.44,46.29,47.32,47.82,49.05,47.84,48.09,50.26
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,26.29,31.81,21.93,26.39,26.57,26.49,25.47,24.68,24.65,25.61
INTU,Intuit,Information Technology,Application Software,651.33,813.7,531.0,657.01,662.85,671.06,725.12,717.31,692.35,662.45
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,433.99,616.0,425.0,451.41,455.87,465.33,484.88,510.19,506.22,524.56
IVZ,Invesco,Financials,Asset Management & Custody Banks,22.34,22.78,11.33,22.34,22.1,21.77,20.52,17.57,16.82,16.89
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,29.65,35.99,29.11,30.16,30.2,30.49,31.02,32.24,32.4,32.12
IQV,IQVIA,Health Care,Life Sciences Tools & Services,185.97,248.03,134.65,187.48,186.52,188.14,182.26,166.5,166.12,177.85
IRM,Iron Mountain,Real Estate,Other Specialized REITs,99.82,127.24,71.77,97.89,94.44,93.09,95.06,96.32,93.82,96.57
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,136.35,198.61,122.01,138.73,141.53,143.15,145.27,142.43,141.88,152.5
JBL,Jabil,Information Technology,Electronic Manufacturing Services,216.06,232.75,102.37,213.87,210.19,209.12,216.9,195.95,183.75,171.11
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,158.43,194.68,157.23,160.36,160.91,161.5,167.6,172.81,173.01,173.0
J,Jacobs Solutions,Industrials,Construction & Engineering,146.74,152.07,104.68,146.12,145.31,146.27,143.17,134.46,131.04,131.05
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,177.4,179.84,137.37,177.34,177.81,177.29,169.95,161.01,159.84,155.99
JCI,Johnson Controls,Industrials,Building Products,107.81,112.63,67.78,107.45,106.9,106.85,106.72,101.94,97.28,91.33
JPM,JPMorgan Chase,Financials,Diversified Banks,308.9,309.94,198.56,303.95,301.01,298.37,294.16,278.94,269.92,262.09
K,Kellanova,Consumer Staples,Packaged Foods & Meats,79.05,82.04,77.13,79.32,79.33,79.31,79.29,79.91,80.17,80.09
KVUE,Kenvue,Consumer Staples,Personal Care Products,18.25,24.71,17.15,18.69,19.23,20.18,20.98,21.68,21.86,21.75
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,26.75,37.26,26.69,27.32,28.01,30.18,32.3,32.79,33.06,32.61
KEY,KeyCorp,Financials,Regional Banks,18.84,19.41,12.43,19.08,19.06,18.83,18.31,17.05,16.57,16.68
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,171.76,186.2,121.43,170.8,168.72,166.29,164.88,161.49,157.9,161.39
KMB,Kimberly-Clark,Consumer Staples,Household Products,125.47,147.59,120.67,128.38,128.38,129.18,129.17,130.63,131.88,131.22
KIM,Kimco Realty,Real Estate,Retail REITs,22.34,24.7,17.52,22.37,22.39,22.06,21.53,21.05,20.85,21.29
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,27.36,30.49,19.84,27.31,26.98,26.82,27.12,27.27,27.16,26.99
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,144.65,169.7,85.9,141.94,139.48,139.58,142.43,132.21,127.53,134.13
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,988.91,990.0,548.81,952.51,914.02,897.17,907.1,849.45,812.88,767.87
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,25.63,34.37,25.07,26.32,26.57,26.95,27.11,26.84,27.22,27.93
KR,Kroger,Consumer Staples,Food Retail,67.41,74.52,50.49,67.52,67.8,68.68,70.17,69.48,68.96,66.14
LHX,L3Harris,Industrials,Aerospace & Defense,281.89,282.22,190.25,277.61,275.2,274.86,270.18,252.38,243.93,231.95
LH,Labcorp,Health Care,Health Care Services,275.4,282.74,208.23,276.82,276.29,276.17,265.32,257.36,251.33,246.59
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,119.21,119.33,56.18,112.94,106.79,103.88,101.45,92.87,88.26,84.2
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,56.09,82.35,47.25,56.52,56.71,56.31,54.45,53.6,53.56,56.59
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,53.09,58.05,29.84,53.96,54.47,54.89,52.6,46.69,44.59,45.4
LDOS,Leidos,Industrials,Diversified Support Services,182.73,201.22,122.92,182.22,180.57,180.73,172.12,161.64,156.76,152.04
LEN,Lennar,Consumer Discretionary,Homebuilding,133.77,184.74,97.54,137.03,137.43,135.14,124.02,116.28,115.08,121.79
LII,Lennox International,Industrials,Building Products,551.85,689.44,497.88,556.09,558.9,568.83,594.38,578.93,574.67,591.76
LLY,Lilly (Eli),Health Care,Pharmaceuticals,748.19,935.2,622.41,753.02,744.69,730.26,740.61,758.92,765.61,783.48
LIN,Linde plc,Materials,Industrial Gases,476.73,484.83,406.06,477.7,474.8,476.94,471.37,464.86,461.72,453.81
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,172.38,175.25,96.75,172.27,168.46,166.54,157.11,149.35,144.73,142.06
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,31.55,43.77,28.65,32.23,32.24,31.88,32.83,35.83,36.82,37.26
LMT,Lockheed Martin,Industrials,Aerospace & Defense,473.25,602.02,407.14,467.24,461.76,453.79,444.16,454.94,453.63,458.24
L,Loews Corporation,Financials,Multi-line Insurance,96.92,98.33,74.95,96.93,96.79,96.45,93.83,91.16,90.35,88.21
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,272.09,281.56,204.22,270.38,267.89,262.71,243.19,233.02,230.83,238.14
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",159.98,423.32,159.25,163.04,175.59,188.95,203.77,240.89,249.87,296.3
LYB,LyondellBasell,Materials,Specialty Chemicals,52.58,89.94,46.44,54.41,54.61,54.91,56.32,56.26,57.22,62.57
MTB,M&T Bank,Financials,Regional Banks,196.57,219.44,148.52,198.23,198.99,197.21,194.2,187.16,182.98,186.06
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,179.94,186.28,113.82,181.48,180.7,175.82,172.22,164.47,158.47,153.33
MKTX,MarketAxess,Financials,Financial Exchanges & Data,181.68,292.5,178.2,185.56,184.44,185.74,197.26,208.45,209.68,212.49
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",265.14,305.27,204.35,265.2,265.72,266.6,268.47,264.14,257.27,265.27
MMC,Marsh McLennan,Financials,Insurance Brokers,198.11,246.94,196.27,201.03,202.92,205.63,206.5,214.68,218.04,219.14
MLM,Martin Marietta Materials,Materials,Construction Materials,611.08,632.26,440.72,617.8,618.53,613.19,593.27,567.92,550.86,541.48
MAS,Masco,Industrials,Building Products,73.46,85.23,56.02,73.79,73.95,73.91,70.2,66.51,66.25,69.69
MA,Mastercard,Financials,Transaction & Payment Processing Services,582.96,601.77,464.22,583.1,586.71,589.08,574.19,569.51,560.36,551.81
MTCH,Match Group,Communication Services,Interactive Media & Services,37.47,39.2,26.24,37.87,37.83,37.57,35.6,32.87,32.23,32.28
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,65.95,85.22,65.95,68.58,69.27,69.76,70.6,72.35,73.39,74.75
MCD,McDonald's,Consumer Discretionary,Restaurants,302.07,322.65,271.85,306.87,311.07,310.83,303.75,304.13,304.38,299.62
MCK,McKesson Corporation,Health Care,Health Care Distributors,702.88,737.01,462.37,709.18,700.42,692.65,697.62,704.47,698.69,662.11
MDT,Medtronic,Health Care,Health Care Equipment,93.43,95.29,77.57,93.62,93.24,92.66,91.51,88.06,87.54,86.83
MRK,Merck & Co.,Health Care,Pharmaceuticals,81.02,116.25,72.58,83.52,84.01,84.45,82.85,80.78,81.42,86.21
META,Meta Platforms,Communication Services,Interactive Media & Services,764.7,796.25,479.43,757.77,751.44,750.97,742.35,696.12,668.1,656.19
MET,MetLife,Financials,Life & Health Insurance,80.46,87.17,64.24,80.03,80.21,80.17,77.97,77.92,77.48,79.11
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1260.13,1521.01,946.69,1268.11,1279.33,1289.37,1257.8,1201.18,1182.46,1217.99
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,35.64,42.54,25.3,35.5,36.44,37.18,36.98,34.96,33.95,34.22
MCHP,Microchip Technology,Information Technology,Semiconductors,63.17,79.31,33.63,64.48,64.49,65.42,67.76,63.8,59.89,58.76
MU,Micron Technology,Information Technology,Semiconductors,157.77,160.34,61.48,148.16,136.51,127.65,120.71,111.02,105.08,101.81
MSFT,Microsoft,Information Technology,Systems Software,515.36,554.54,343.59,505.01,503.67,505.38,510.17,482.56,461.64,445.29
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,140.61,170.0,137.32,142.76,143.35,143.07,145.0,149.38,150.9,151.91
MRNA,Moderna,Health Care,Biotechnology,23.88,75.37,23.15,24.31,24.4,25.2,28.34,27.52,27.7,31.56
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,137.08,164.29,96.24,136.74,135.9,132.79,123.35,113.85,112.9,116.6
MOH,Molina Healthcare,Health Care,Managed Health Care,176.11,365.23,151.95,181.22,178.74,176.65,179.33,242.05,259.21,273.94
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,47.82,63.47,46.5,48.77,49.27,50.01,49.78,51.1,52.64,54.15
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,61.6,73.87,53.2,62.09,61.81,62.03,64.5,65.46,65.51,63.53
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,849.71,947.45,437.93,847.46,846.68,845.1,794.46,736.04,699.67,669.46
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,64.35,66.75,45.7,63.8,63.41,63.22,61.73,61.92,61.13,57.58
