Symbol,Company,GICS_Sector,GICS_Sub_Industry,Current_Price,High_52_Week,Low_52_Week,SMA5,SMA10,SMA20,SMA50,SMA200,Score,Target_Pcnt,Target_Price,Stop_Loss
MMM,3M,Industrials,Industrial Conglomerates,165.36,173.83,123.81,165.97,166.56,165.66,163.25,156.8,0.0,7.44,177.66,153.65
AOS,A. O. Smith,Industrials,Building Products,78.0,80.47,58.44,77.08,77.98,77.96,72.78,69.2,0.2,4.56,81.56,74.36
ABT,Abbott Laboratories,Health Care,Health Care Equipment,116.28,137.64,106.05,115.43,113.98,112.2,117.49,126.37,0.0,0.6,116.98,107.43
ABBV,AbbVie,Health Care,Biotechnology,230.6,240.69,166.16,228.03,228.24,225.52,223.44,209.76,0.0,1.25,233.48,217.54
ACN,Accenture,Information Technology,IT Consulting & Other Services,208.11,353.34,191.5,200.98,210.29,226.03,255.3,264.84,-0.2,27.6,265.55,186.5
ADBE,Adobe Inc.,Information Technology,Application Software,262.28,451.24,246.68,256.2,258.64,265.68,302.66,346.39,-0.2,9.97,288.43,242.94
AMD,Advanced Micro Devices,Information Technology,Semiconductors,199.43,264.33,78.21,204.88,203.84,210.69,218.65,186.58,0.0,20.14,239.6,181.79
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,17.23,17.23,9.27,16.48,16.42,16.1,14.9,13.16,0.2,0.0,17.23,14.98
AFL,Aflac,Financials,Life & Health Insurance,113.35,116.85,96.54,112.91,113.41,113.62,110.97,106.64,0.0,3.23,117.01,110.23
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,121.33,156.92,98.71,123.12,124.15,127.27,134.81,129.4,-0.2,11.5,135.28,119.26
APD,Air Products,Materials,Industrial Gases,276.08,308.19,229.09,279.07,279.7,281.67,265.53,269.72,-0.1,6.21,293.22,270.13
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",136.97,144.03,105.69,129.1,125.71,125.04,130.96,128.58,0.2,-1.39,135.07,115.02
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,98.23,111.76,68.21,99.41,103.03,99.15,94.25,82.53,0.0,13.55,111.54,86.75
ALB,Albemarle Corporation,Materials,Specialty Chemicals,178.99,195.87,50.01,184.83,176.75,171.54,165.42,104.0,0.0,6.18,190.05,153.03
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,54.26,96.28,44.32,54.18,53.9,54.26,53.19,65.37,-0.1,4.96,56.95,51.57
ALGN,Align Technology,Health Care,Health Care Supplies,189.54,207.19,124.88,186.72,187.78,182.81,171.77,160.25,-0.2,8.87,206.35,159.27
ALLE,Allegion,Industrials,Building Products,161.12,179.77,118.08,158.94,162.28,168.23,164.79,161.75,0.0,14.76,184.9,151.57
LNT,Alliant Energy,Utilities,Electric Utilities,72.21,72.21,56.96,71.69,71.13,69.1,66.85,64.51,0.0,1.99,73.65,64.55
ALL,Allstate,Financials,Property & Casualty Insurance,215.22,215.22,177.94,210.66,209.21,206.79,204.51,202.04,0.0,0.5,216.3,197.3
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,307.38,343.69,144.3,310.01,307.89,317.52,319.9,249.39,-0.2,11.69,343.31,291.72
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,306.96,344.9,146.18,309.95,308.1,317.83,320.44,250.12,-0.2,12.04,343.92,291.74
MO,Altria,Consumer Staples,Tobacco,69.11,69.7,51.4,69.3,68.26,66.43,61.97,60.3,0.2,2.63,70.93,61.94
AMZN,Amazon,Consumer Discretionary,Broadline Retail,208.43,254.0,167.32,208.16,206.05,213.34,226.56,224.34,-0.2,15.36,240.44,186.23
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,48.72,50.08,38.59,49.05,49.13,47.92,44.4,43.45,0.2,6.42,51.85,43.98
AEE,Ameren,Utilities,Multi-Utilities,113.15,113.15,92.2,111.81,110.87,107.92,103.81,100.22,0.0,1.26,114.58,101.27
AEP,American Electric Power,Utilities,Electric Utilities,134.13,134.13,96.26,132.62,130.84,125.65,119.65,111.81,0.0,2.07,136.91,114.38
AXP,American Express,Financials,Consumer Finance,309.16,384.04,229.71,322.66,333.04,343.61,359.36,333.54,-0.4,20.32,371.98,315.24
AIG,American International Group,Financials,Multi-line Insurance,80.93,86.59,71.89,80.25,79.87,77.89,78.66,79.46,0.0,2.0,82.55,73.23
AMT,American Tower,Real Estate,Telecom Tower REITs,190.5,228.1,168.51,187.65,188.21,182.42,178.38,192.76,0.1,3.27,196.73,168.11
AWK,American Water Works,Utilities,Water Utilities,136.38,148.23,122.12,134.39,133.08,129.04,129.48,134.83,0.0,1.17,137.98,120.11
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,469.42,543.89,416.77,470.93,471.9,496.03,497.59,495.5,-0.2,18.54,556.45,435.61
AME,Ametek,Industrials,Electrical Components & Equipment,238.28,238.28,150.67,235.31,234.02,232.04,219.92,193.99,0.0,0.31,239.02,225.07
AMGN,Amgen,Health Care,Biotechnology,386.39,386.39,254.3,382.47,378.49,368.84,345.92,305.5,0.2,2.89,397.56,340.1
APH,Amphenol,Information Technology,Electronic Components,144.86,166.25,58.79,149.06,149.06,144.83,143.73,121.27,0.2,8.88,157.72,131.94
ADI,Analog Devices,Information Technology,Semiconductors,353.74,360.8,162.63,356.03,350.14,336.0,308.67,255.53,0.0,4.09,368.21,303.78
AON,Aon plc,Financials,Insurance Brokers,337.52,407.61,309.97,325.42,324.71,329.08,339.99,352.11,-0.2,5.39,355.71,302.43
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,30.21,30.21,13.34,28.9,28.65,27.83,26.04,22.36,0.2,-0.66,30.01,25.66
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,104.86,154.24,104.86,112.87,117.64,123.82,135.34,135.02,-0.2,33.09,139.56,108.08
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",264.86,285.92,171.67,270.07,265.95,268.65,265.21,242.5,0.2,6.23,281.36,255.94
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,374.66,394.95,125.82,379.36,372.4,347.07,313.37,226.26,0.2,7.44,402.53,291.61
APP,AppLovin,Information Technology,Application Software,430.08,733.6,219.37,414.1,407.25,420.83,547.17,508.5,-0.2,14.76,493.56,348.11
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,73.91,88.67,47.92,76.39,79.38,80.2,79.85,76.73,0.0,17.4,86.77,73.64
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,100.34,101.98,84.72,99.45,98.94,98.72,96.12,91.96,0.0,1.43,101.77,95.67
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,69.07,69.07,40.37,67.93,68.15,67.65,63.96,58.11,-0.2,1.04,69.79,65.51
ARES,Ares Management,Financials,Asset Management & Custody Banks,112.0,190.32,112.0,116.2,123.23,129.76,151.44,162.51,0.0,33.77,149.82,109.69
ANET,Arista Networks,Information Technology,Communications Equipment,132.95,162.03,64.37,130.46,134.6,136.15,133.73,127.09,0.2,10.12,146.4,125.89
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,228.41,346.41,204.79,220.41,217.39,224.53,243.61,281.4,-0.2,11.56,254.81,194.24
AIZ,Assurant,Financials,Multi-line Insurance,230.02,242.33,176.95,224.97,222.94,228.45,233.49,212.91,-0.2,7.56,247.41,209.5
T,AT&T,Communication Services,Integrated Telecommunication Services,27.88,28.96,23.0,28.02,28.12,27.7,25.44,26.34,0.1,4.7,29.19,26.2
ATO,Atmos Energy,Utilities,Gas Utilities,186.21,186.21,141.9,183.13,180.82,175.72,170.46,164.19,0.0,0.79,187.68,163.76
ADSK,Autodesk,Information Technology,Application Software,245.54,326.79,218.64,228.67,228.57,234.95,262.94,292.88,-0.2,3.98,255.31,214.59
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,214.4,321.43,205.68,211.68,213.13,222.02,243.99,278.08,0.0,14.95,246.45,197.58
AZO,AutoZone,Consumer Discretionary,Automotive Retail,3758.23,4354.54,3244.92,3740.75,3754.25,3723.57,3583.29,3811.17,-0.3,2.39,3848.05,3599.04
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,176.55,220.14,169.7,177.69,177.53,176.5,178.27,186.29,0.0,2.57,181.09,171.9
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,196.22,197.45,156.63,195.2,195.21,192.88,187.84,175.77,0.0,1.75,199.65,186.09
AXON,Axon Enterprise,Industrials,Aerospace & Defense,534.31,870.97,399.65,494.13,463.74,451.39,538.51,670.5,0.4,-0.92,529.39,373.41
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,65.64,65.64,34.31,64.75,63.09,60.8,53.86,46.22,0.0,1.46,66.6,55.0
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",66.83,67.76,44.42,66.63,66.59,65.36,58.82,53.61,-0.2,7.08,71.56,59.16
BAC,Bank of America,Financials,Diversified Banks,49.97,57.25,33.82,51.09,51.99,53.33,53.97,50.07,-0.2,13.85,56.89,49.77
BAX,Baxter International,Health Care,Health Care Equipment,20.42,36.1,17.41,20.68,20.87,20.89,20.16,23.46,-0.1,11.12,22.69,19.09
BDX,Becton Dickinson,Health Care,Health Care Equipment,176.22,185.39,127.66,180.13,180.45,173.48,163.98,148.56,0.2,8.6,191.37,155.58
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,505.22,539.8,459.11,498.1,498.57,498.07,495.49,492.46,0.2,1.04,510.47,485.65
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,61.44,85.32,53.98,62.41,64.17,65.62,67.45,70.75,-0.2,14.27,70.21,61.03
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,58.83,71.28,46.47,57.4,58.05,61.41,62.73,57.11,-0.2,17.41,69.07,53.75
BIIB,Biogen,Health Care,Biotechnology,191.88,201.18,113.38,192.42,193.25,190.49,181.47,152.51,0.2,5.78,202.97,177.99
BLK,BlackRock,Financials,Asset Management & Custody Banks,1066.55,1196.76,803.7,1080.53,1081.4,1080.81,1092.19,1078.27,0.2,4.6,1115.61,1045.98
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,114.01,184.87,113.71,116.06,122.15,127.47,142.82,151.56,0.0,25.63,143.23,111.7
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,63.9,81.11,46.53,54.42,53.24,54.69,61.5,68.08,0.4,-2.47,62.32,47.06
BK,BNY Mellon,Financials,Asset Management & Custody Banks,119.11,127.61,71.8,118.62,118.55,120.16,119.16,105.5,0.2,6.2,126.49,113.83
BA,Boeing,Industrials,Aerospace & Defense,226.88,252.15,136.59,230.1,234.22,236.04,232.94,218.39,0.0,8.63,246.46,225.63
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",4214.65,5794.84,3870.83,4113.46,4120.23,4323.42,4909.31,5246.82,-0.2,17.18,4938.73,3707.96
BSX,Boston Scientific,Health Care,Health Care Equipment,76.47,108.14,73.47,75.04,75.28,77.76,87.81,98.26,-0.2,17.97,90.21,65.31
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,62.42,62.42,42.1,61.53,60.94,59.85,56.66,48.54,0.2,2.37,63.9,55.79
AVGO,Broadcom,Information Technology,Semiconductors,321.7,412.18,145.42,328.5,329.89,329.55,335.97,317.17,0.2,7.98,347.37,311.71
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,185.03,264.73,167.55,179.82,177.83,180.84,203.94,229.63,-0.2,6.81,197.63,164.05
BRO,Brown & Brown,Financials,Insurance Brokers,71.77,123.52,67.02,70.41,69.8,70.31,75.5,90.12,-0.2,3.19,74.06,66.56
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,29.04,37.07,25.25,29.25,29.43,29.25,27.9,28.49,-0.3,7.3,31.16,27.34
BLDR,Builders FirstSource,Industrials,Building Products,104.72,149.21,94.85,105.77,109.41,115.44,114.22,120.0,-0.1,24.62,130.5,100.38
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,121.06,123.49,67.43,121.14,121.66,119.12,107.26,89.19,0.0,3.87,125.75,112.51
BXP,"BXP, Inc.",Real Estate,Office REITs,58.05,77.41,54.97,59.73,60.54,61.98,65.07,68.23,-0.2,14.06,66.21,57.74
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,184.53,200.59,85.64,179.81,181.36,188.23,177.56,135.44,-0.4,12.95,208.43,168.04
CDNS,Cadence Design Systems,Information Technology,Application Software,299.22,373.37,231.64,293.82,294.99,290.35,305.98,323.83,0.0,4.18,311.73,268.96
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,108.21,120.87,96.61,108.85,108.55,108.36,108.43,107.27,0.0,2.26,110.66,106.06
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,26.93,40.01,25.87,26.94,27.33,27.9,27.41,30.16,-0.1,10.77,29.83,25.98
COF,Capital One,Financials,Consumer Finance,197.2,256.96,148.55,199.6,203.31,210.99,227.22,215.84,-0.2,16.7,230.13,191.85
CAH,Cardinal Health,Health Care,Health Care Distributors,229.37,229.37,122.39,226.69,225.2,222.48,213.04,177.0,0.0,1.64,233.13,211.81
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",31.5,33.83,16.35,31.59,31.85,32.04,30.85,28.47,0.2,7.37,33.82,30.26
CARR,Carrier Global,Industrials,Building Products,64.48,80.08,50.14,63.15,63.9,63.69,58.33,62.68,-0.3,4.68,67.5,59.87
CVNA,Carvana,Consumer Discretionary,Automotive Retail,335.11,478.45,162.57,334.83,339.89,365.51,414.49,365.0,-0.2,27.37,426.83,304.2
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,741.24,775.0,270.22,757.1,759.67,738.1,661.52,505.27,0.2,8.75,806.1,670.11
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,301.92,301.92,205.24,293.71,288.81,279.99,268.3,246.88,0.2,-0.28,301.07,258.92
CBRE,CBRE Group,Real Estate,Real Estate Services,147.33,171.61,113.94,146.98,146.67,154.93,161.42,152.74,-0.4,20.74,177.89,131.96
CDW,CDW Corporation,Information Technology,Technology Distributors,122.48,187.53,121.58,122.97,123.68,128.95,131.44,154.96,-0.2,17.31,143.68,114.22
COR,Cencora,Health Care,Health Care Distributors,373.11,374.11,247.24,366.64,363.44,359.71,350.62,319.3,0.0,0.94,376.62,342.82
CNC,Centene Corporation,Health Care,Managed Health Care,44.69,64.29,25.21,43.2,42.78,41.65,42.62,39.4,-0.2,1.5,45.36,37.95
CNP,CenterPoint Energy,Utilities,Multi-Utilities,43.38,43.38,32.65,43.05,42.73,41.45,39.62,38.06,0.0,2.01,44.25,38.64
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,99.76,100.74,66.91,96.92,96.55,94.86,87.52,86.81,0.0,0.26,100.02,89.69
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,178.95,226.77,99.75,170.31,166.26,177.69,197.8,171.04,-0.2,18.56,212.16,143.23
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,95.26,106.85,68.22,94.8,94.41,98.07,99.89,94.33,-0.2,12.82,107.47,88.67
CHTR,Charter Communications,Communication Services,Cable & Satellite,235.23,427.25,182.81,229.75,232.57,230.13,212.88,276.56,0.1,6.49,250.5,209.75
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,187.27,187.27,127.97,185.18,184.1,181.34,167.01,152.41,-0.2,0.84,188.84,173.83
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,37.15,58.24,29.81,37.16,37.42,37.98,38.44,42.11,0.0,8.26,40.22,35.74
CB,Chubb Limited,Financials,Property & Casualty Insurance,341.47,341.47,265.99,336.83,333.11,328.55,315.94,291.01,0.0,1.02,344.95,312.13
CHD,Church & Dwight,Consumer Staples,Household Products,105.16,111.75,81.26,104.56,103.31,101.1,92.79,91.33,-0.2,1.26,106.49,95.72
CIEN,Ciena,Information Technology,Communications Equipment,348.36,353.33,53.5,346.08,330.1,302.71,263.09,160.73,0.0,5.72,368.29,237.15
CI,Cigna,Health Care,Health Care Services,289.97,334.83,243.04,285.48,286.59,284.99,279.66,289.33,-0.3,3.16,299.13,270.86
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,164.28,172.65,124.49,162.97,163.24,164.65,163.5,155.48,-0.2,4.22,171.21,158.09
CTAS,Cintas,Industrials,Diversified Support Services,201.37,226.13,181.19,198.66,197.61,195.89,192.59,202.21,-0.1,0.49,202.36,189.41
CSCO,Cisco,Information Technology,Communications Equipment,78.98,86.78,52.27,78.42,78.17,80.29,77.75,70.9,-0.2,10.1,86.96,73.62
C,Citigroup,Financials,Diversified Banks,109.97,123.77,56.66,112.16,113.33,115.63,116.02,98.15,0.0,12.32,123.52,107.74
CFG,Citizens Financial Group,Financials,Regional Banks,60.1,68.12,33.06,62.32,63.6,64.83,62.07,51.61,-0.4,14.66,68.91,60.76
CLX,Clorox,Consumer Staples,Household Products,127.34,150.23,96.36,126.78,125.18,121.96,111.07,115.73,-0.3,2.95,131.1,112.82
CME,CME Group,Financials,Financial Exchanges & Data,320.78,320.78,245.18,315.52,309.85,304.19,286.66,274.57,0.0,0.18,321.36,287.03
CMS,CMS Energy,Utilities,Multi-Utilities,77.94,77.94,67.06,76.93,76.37,74.26,71.7,70.98,0.0,1.32,78.97,69.56
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,81.41,81.41,65.21,80.73,80.01,78.72,73.87,70.03,0.0,0.95,82.18,75.26
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,64.41,86.26,61.06,62.58,64.08,69.65,78.2,74.52,-0.2,28.72,82.91,56.39
COIN,Coinbase,Financials,Financial Exchanges & Data,175.82,419.78,141.09,172.62,169.48,168.05,208.69,288.21,-0.2,10.27,193.88,142.21
CL,Colgate-Palmolive,Consumer Staples,Household Products,99.0,99.0,74.52,97.69,96.54,95.2,86.76,83.82,-0.2,0.26,99.26,91.14
CMCSA,Comcast,Communication Services,Cable & Satellite,30.99,33.84,24.51,31.17,31.33,31.17,29.31,29.33,-0.3,5.55,32.71,29.62
FIX,Comfort Systems USA,Industrials,Construction & Engineering,1423.64,1468.58,295.83,1438.92,1402.55,1312.19,1145.04,827.26,0.2,7.62,1532.12,1092.25
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,19.3,25.69,15.77,18.93,18.93,19.12,17.83,18.36,-0.1,4.15,20.1,18.14
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,110.7,111.59,79.92,110.34,110.23,107.77,100.15,92.62,0.0,3.11,114.14,101.41
ED,Consolidated Edison,Utilities,Multi-Utilities,112.64,113.03,94.04,111.51,111.68,109.46,103.96,99.86,0.0,1.82,114.69,104.22
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,158.01,191.72,126.82,157.68,155.77,159.1,152.14,152.23,-0.1,6.62,168.47,149.74
CEG,Constellation Energy,Utilities,Electric Utilities,329.29,403.49,170.33,317.03,305.71,286.62,314.23,327.98,0.0,1.05,332.75,240.47
COO,Cooper Companies (The),Health Care,Health Care Supplies,83.49,91.65,64.32,83.49,83.36,82.29,82.25,74.83,0.0,1.77,84.97,79.61
CPRT,Copart,Industrials,Diversified Support Services,38.04,63.84,35.28,36.33,36.86,38.25,39.17,44.71,-0.4,9.7,41.73,34.78
GLW,Corning Inc.,Information Technology,Electronic Components,150.9,160.43,38.56,151.69,142.4,130.94,107.12,78.41,0.0,7.19,161.75,100.13
CPAY,Corpay,Financials,Transaction & Payment Processing Services,324.58,367.05,255.0,332.06,338.9,333.52,323.41,313.78,0.0,14.1,370.35,296.71
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,80.18,80.18,55.1,78.22,77.16,75.5,71.64,69.68,0.2,-0.64,79.67,71.34
CSGP,CoStar Group,Real Estate,Real Estate Services,44.58,96.83,44.58,46.28,47.0,49.64,58.71,74.83,0.0,32.08,58.88,40.39
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,999.41,1052.46,848.84,993.07,996.51,988.31,941.55,948.97,-0.1,2.21,1021.5,955.17
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,30.64,31.71,22.01,30.36,30.87,30.46,27.83,25.31,0.2,5.71,32.39,28.53
CRH,CRH plc,Materials,Construction Materials,120.23,131.38,80.04,121.14,122.8,123.77,124.7,111.43,0.0,7.16,128.84,118.71
CRWD,CrowdStrike,Information Technology,Systems Software,368.65,557.53,308.86,362.73,388.41,401.14,440.41,469.73,-0.2,23.5,455.28,347.01
CCI,Crown Castle,Real Estate,Telecom Tower REITs,89.29,111.32,78.37,87.61,88.22,86.26,86.86,93.82,-0.2,3.37,92.3,80.23
CSX,CSX Corporation,Industrials,Rail Transportation,42.7,42.7,26.38,42.4,41.93,40.93,38.18,35.02,0.0,2.15,43.62,38.24
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,581.27,603.6,262.24,590.33,592.35,589.08,561.07,435.07,0.0,6.08,616.61,561.55
CVS,CVS Health,Health Care,Health Care Services,79.75,83.87,57.8,77.03,77.36,76.83,78.02,72.04,0.2,-0.15,79.63,74.04
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,209.52,242.05,173.81,209.7,209.68,213.94,225.04,209.51,0.0,6.63,223.41,204.47
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,213.32,220.76,167.96,213.68,214.52,212.35,202.94,197.72,0.2,4.21,222.3,202.39
DDOG,Datadog,Information Technology,Application Software,111.4,199.72,87.0,109.05,115.1,118.02,126.97,138.8,0.0,20.72,134.48,101.55
DVA,DaVita,Health Care,Health Care Services,157.44,157.44,103.87,152.34,150.69,143.27,123.89,130.44,-0.1,6.59,167.82,118.72
DECK,Deckers Brands,Consumer Discretionary,Footwear,117.36,139.36,79.54,119.06,118.4,116.66,108.09,104.48,0.2,3.69,121.69,111.64
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,630.1,662.49,408.84,632.91,628.61,599.87,535.02,498.25,0.0,7.41,676.79,522.97
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",148.58,164.16,70.32,126.49,122.41,120.86,121.33,128.01,-0.2,-9.01,135.19,106.53
DAL,Delta Air Lines,Industrials,Passenger Airlines,65.57,75.15,35.44,68.2,68.79,69.89,69.7,59.68,0.2,14.44,75.04,64.74
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,43.6,44.96,26.26,43.17,43.8,43.29,39.43,35.04,0.2,5.41,45.96,40.61
DXCM,Dexcom,Health Care,Health Care Equipment,73.38,89.53,54.84,73.45,72.59,71.27,70.07,73.85,0.1,3.26,75.77,66.76
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,173.4,176.01,116.78,170.9,171.7,168.52,157.72,146.45,0.0,2.24,177.28,159.76
DLR,Digital Realty,Real Estate,Data Center REITs,177.17,180.97,133.15,177.49,177.69,173.75,163.68,166.64,-0.1,4.22,184.65,162.87
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,155.35,155.35,70.34,154.2,152.9,149.7,145.11,116.3,0.2,1.1,157.06,142.35
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,125.96,141.21,61.92,128.55,129.79,125.81,127.55,108.95,-0.2,7.95,135.97,115.65
D,Dominion Energy,Utilities,Multi-Utilities,63.01,66.51,47.97,63.58,64.62,63.55,61.07,58.75,0.2,6.46,67.08,60.02
DPZ,Domino's,Consumer Discretionary,Restaurants,401.53,491.7,373.5,403.86,392.1,393.97,406.55,431.67,0.2,3.76,416.63,371.33
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,175.96,281.74,160.34,171.69,170.7,179.6,203.81,229.18,-0.2,17.91,207.47,151.72
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,225.15,233.31,149.86,228.22,230.39,225.19,211.18,186.79,0.2,7.99,243.14,207.24
DOW,Dow Inc.,Materials,Commodity Chemicals,30.72,36.12,20.27,30.4,30.94,31.17,27.79,25.31,-0.2,11.17,34.15,28.19
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,160.73,182.95,113.76,161.07,163.46,160.11,154.12,149.06,0.0,6.55,171.26,148.95
DTE,DTE Energy,Utilities,Multi-Utilities,148.32,148.32,124.23,146.57,145.52,140.91,135.31,134.73,0.0,1.73,150.89,130.94
DUK,Duke Energy,Utilities,Electric Utilities,131.13,131.13,108.61,129.11,127.88,124.76,119.98,118.85,0.0,0.59,131.9,117.61
DD,DuPont,Materials,Specialty Chemicals,50.12,51.53,22.69,50.47,50.55,48.84,45.02,35.59,0.2,6.94,53.6,44.08
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,374.83,396.09,244.95,371.91,377.14,373.96,346.89,353.11,0.1,6.1,397.69,350.22
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,90.4,100.1,58.89,86.65,85.06,86.2,88.38,85.44,0.2,3.66,93.71,78.68
ECL,Ecolab,Materials,Specialty Chemicals,307.11,308.16,223.93,306.84,304.49,297.53,281.75,270.64,0.0,2.72,315.46,279.6
EIX,Edison International,Utilities,Electric Utilities,74.87,75.24,46.16,74.87,73.33,68.72,63.58,55.89,0.0,5.36,78.88,58.56
EW,Edwards Lifesciences,Health Care,Health Care Equipment,86.7,86.94,67.07,84.17,81.28,80.26,82.93,79.89,0.2,-0.62,86.16,74.36
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,200.48,204.6,128.57,200.93,200.43,200.61,202.66,181.43,0.0,1.69,203.87,197.36
ELV,Elevance Health,Health Care,Managed Health Care,323.86,445.96,271.77,328.09,336.94,336.34,349.72,337.11,-0.2,8.85,352.52,320.16
EME,Emcor,Industrials,Construction & Engineering,725.59,812.79,341.31,777.41,788.48,770.96,702.62,621.93,-0.2,15.78,840.09,701.79
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,150.78,161.07,92.61,149.67,149.64,151.26,145.31,134.57,0.0,6.09,159.96,142.56
ETR,Entergy,Utilities,Electric Utilities,107.04,107.04,76.9,105.82,104.84,101.25,96.32,90.08,0.0,2.09,109.28,93.22
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,124.07,125.94,100.82,122.74,122.34,117.89,110.31,111.99,0.1,3.05,127.85,107.94
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,139.52,221.4,128.82,133.6,144.23,165.84,193.54,175.58,-0.2,55.74,217.29,114.39
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,61.49,61.49,45.57,59.61,59.32,57.64,55.09,54.78,0.2,0.08,61.54,53.75
EFX,Equifax,Industrials,Research & Consulting Services,208.39,278.79,175.05,199.42,196.8,194.97,207.94,233.48,0.2,1.06,210.6,179.34
EQIX,Equinix,Real Estate,Data Center REITs,971.32,971.32,722.15,953.42,942.03,890.27,822.41,800.76,0.0,4.42,1014.25,766.3
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,63.09,71.96,58.05,63.5,63.41,63.32,62.26,63.13,-0.1,3.5,65.3,61.35
ERIE,Erie Indemnity,Financials,Insurance Brokers,268.83,443.04,257.01,265.63,271.62,276.66,280.1,316.88,0.0,8.89,292.73,260.6
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,262.74,302.43,244.75,258.18,255.74,254.95,255.15,261.89,-0.2,0.42,263.84,246.06
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,111.9,119.61,49.43,113.47,111.75,110.22,110.51,92.31,0.0,10.23,123.35,97.09
EG,Everest Group,Financials,Reinsurance,335.79,365.37,304.91,337.37,340.18,335.18,332.18,334.54,-0.1,3.52,347.61,322.75
